Date/Time, Black Hole Mass, Radius, Gravitational Pull
2022-Nov-21 @ Time 11:50:10,505,0.994888586589419,6.6743E-11
2022-Nov-21 @ Time 11:50:13,555,1.09339247311845,6.6743E-11
2022-Nov-21 @ Time 11:50:14,560,1.10324285575916,6.6743E-11
2022-Nov-21 @ Time 11:50:14,610,1.20174668216623,6.6743E-11
