Date/Time, Black Hole Mass, Radius, Gravitational Pull
2022-Nov-18 @ Time 22:00:55,505,0.994888586589419,6.6743E-11
2022-Nov-18 @ Time 22:00:58,555,1.09339247311845,6.6743E-11
2022-Nov-18 @ Time 22:00:59,560,1.10324285575916,6.6743E-11
2022-Nov-18 @ Time 22:00:59,610,1.20174668216623,6.6743E-11
2022-Nov-18 @ Time 22:01:02,660,1.30025050857329,6.6743E-11
2022-Nov-18 @ Time 22:01:04,665,1.310100891214,6.6743E-11
2022-Nov-18 @ Time 22:01:14,670,1.31995127385471,6.6743E-11
