Name, Momentum, Velocity, Mass, Dist->BH, Active, Black Hole Mass, Date/Time
Orb,2.236068,0,5,0,True,500,2022-Nov-16 @ Time 19:43:05
Orb (3),3.008322,0,5,0,True,500,2022-Nov-16 @ Time 19:43:05
GiantCelestialBody,57.00877,0,50,0,True,500,2022-Nov-16 @ Time 19:43:05
Orb (1),1.389244,0,5,0,True,500,2022-Nov-16 @ Time 19:43:05
Orb (2),1.749286,0,5,0,True,500,2022-Nov-16 @ Time 19:43:05
GiantCelestialBody (1),75.16648,0,50,0,True,500,2022-Nov-16 @ Time 19:43:05
GiantCelestialBody (4),50.24938,0,50,0,True,500,2022-Nov-16 @ Time 19:43:05
GiantCelestialBody (3),36.40055,0,50,0,True,500,2022-Nov-16 @ Time 19:43:05
GiantCelestialBody (2),41.23106,0,50,0,True,500,2022-Nov-16 @ Time 19:43:05
