Name, Momentum, Velocity, Mass, Dist->BH, Active, Black Hole Mass, Date/Time
Orb,2.236068,0,5,0,True,500,2022-Nov-18 @ Time 22:02:23
Orb (3),3.008322,0,5,0,True,500,2022-Nov-18 @ Time 22:02:23
GiantCelestialBody,57.00877,0,50,0,True,500,2022-Nov-18 @ Time 22:02:23
Orb (1),1.389244,0,5,0,True,500,2022-Nov-18 @ Time 22:02:23
Orb (2),1.749286,0,5,0,True,500,2022-Nov-18 @ Time 22:02:23
GiantCelestialBody (1),75.16648,0,50,0,True,500,2022-Nov-18 @ Time 22:02:23
GiantCelestialBody (4),50.24938,0,50,0,True,500,2022-Nov-18 @ Time 22:02:23
GiantCelestialBody (3),36.40055,0,50,0,True,500,2022-Nov-18 @ Time 22:02:23
GiantCelestialBody (2),41.23106,0,50,0,True,500,2022-Nov-18 @ Time 22:02:23
Orb (1),72.28493,14.45699,5,1.261673,False,505,2022-Nov-18 @ Time 22:02:38
Orb,2.60726,0.521452,5,40.51295,True,505,2022-Nov-18 @ Time 22:02:39
Orb (3),7.621034,1.524207,5,24.90831,True,505,2022-Nov-18 @ Time 22:02:39
GiantCelestialBody,105.1092,2.102184,50,23.19238,True,505,2022-Nov-18 @ Time 22:02:39
Orb (2),14.45971,2.891942,5,10.60717,True,505,2022-Nov-18 @ Time 22:02:39
GiantCelestialBody (1),84.71867,1.694373,50,63.22662,True,505,2022-Nov-18 @ Time 22:02:39
GiantCelestialBody (4),168.1455,3.362909,50,11.96846,True,505,2022-Nov-18 @ Time 22:02:39
GiantCelestialBody (3),56.29573,1.125915,50,30.42502,True,505,2022-Nov-18 @ Time 22:02:39
GiantCelestialBody (2),128.6553,2.573106,50,14.02808,True,505,2022-Nov-18 @ Time 22:02:39
GiantCelestialBody (4),644.9321,12.89864,50,1.607966,False,555,2022-Nov-18 @ Time 22:02:41
Orb (2),76.82333,15.36467,5,1.106545,False,560,2022-Nov-18 @ Time 22:02:42
GiantCelestialBody (2),653.2665,13.06533,50,1.647374,False,610,2022-Nov-18 @ Time 22:02:42
Orb,5.521179,1.104236,5,36.89664,True,610,2022-Nov-18 @ Time 22:02:44
Orb (3),18.13159,3.626318,5,13.8955,True,610,2022-Nov-18 @ Time 22:02:44
GiantCelestialBody,271.7127,5.434254,50,8.292046,True,610,2022-Nov-18 @ Time 22:02:44
GiantCelestialBody (1),97.6462,1.952924,50,54.62333,True,610,2022-Nov-18 @ Time 22:02:44
GiantCelestialBody (3),101.7328,2.034656,50,24.04971,True,610,2022-Nov-18 @ Time 22:02:44
