Date/Time, Black Hole Mass, Radius, Gravitational Pull
2022-Nov-21 @ Time 11:51:15,505,0.994888586589419,0.00
2022-Nov-21 @ Time 11:51:18,555,1.09339247311845,0.00
2022-Nov-21 @ Time 11:51:18,560,1.10324285575916,0.00
2022-Nov-21 @ Time 11:51:19,610,1.20174668216623,0.00
2022-Nov-21 @ Time 11:51:22,660,1.30025050857329,0.00
