Name, Momentum, Velocity, Mass, Dist->BH, Active, Black Hole Mass, Date/Time
GiantCelestialBody (3),79.11143,1.582229,50,26.11574,True,670,2022-Nov-21 @ Time 12:08:55
GiantCelestialBody(Clone)9,115.3771,0,50,0,True,670,2022-Nov-21 @ Time 12:08:56
GiantCelestialBody(Clone)10,36.2197,0,50,0,True,670,2022-Nov-21 @ Time 12:08:57
Orb(Clone)11,15.46595,0,5,0,True,670,2022-Nov-21 @ Time 12:09:00
Orb(Clone)11,15.06787,3.013574,5,29.40064,True,670,2022-Nov-21 @ Time 12:09:00
GiantCelestialBody(Clone)10,56.96299,1.13926,50,19.12723,True,670,2022-Nov-21 @ Time 12:09:00
GiantCelestialBody(Clone)9,45.132,0.9026399,50,31.03222,True,670,2022-Nov-21 @ Time 12:09:00
GiantCelestialBody (1),250.577,5.011539,50,13.01825,True,670,2022-Nov-21 @ Time 12:09:00
GiantCelestialBody (3),50.51363,1.010273,50,29.55764,True,670,2022-Nov-21 @ Time 12:09:00
Orb(Clone)12,24.00898,0,5,0,True,670,2022-Nov-21 @ Time 12:09:00
Orb(Clone)13,13.97055,0,5,0,True,670,2022-Nov-21 @ Time 12:09:02
Orb(Clone)13,23.01646,4.603293,5,8.151387,True,670,2022-Nov-21 @ Time 12:09:05
Orb(Clone)12,22.25206,4.450413,5,62.8078,True,670,2022-Nov-21 @ Time 12:09:05
Orb(Clone)11,11.58375,2.31675,5,40.98125,True,670,2022-Nov-21 @ Time 12:09:05
GiantCelestialBody(Clone)10,296.2909,5.925817,50,6.575731,True,670,2022-Nov-21 @ Time 12:09:05
GiantCelestialBody(Clone)9,12.56816,0.2513632,50,32.59579,True,670,2022-Nov-21 @ Time 12:09:05
GiantCelestialBody (1),192.0923,3.841846,50,31.28606,True,670,2022-Nov-21 @ Time 12:09:05
GiantCelestialBody (3),44.86835,0.897367,50,26.30061,True,670,2022-Nov-21 @ Time 12:09:05
GiantCelestialBody(Clone)10,710.4299,14.2086,50,1.682277,False,720,2022-Nov-21 @ Time 12:09:06
Orb(Clone)12,21.63465,4.32693,5,75.07176,False,720,2022-Nov-21 @ Time 12:09:08
Orb(Clone)13,16.88585,3.377169,5,10.16207,True,720,2022-Nov-21 @ Time 12:09:10
Orb(Clone)11,9.429744,1.885949,5,50.22052,True,720,2022-Nov-21 @ Time 12:09:10
GiantCelestialBody(Clone)9,65.82909,1.316582,50,28.90725,True,720,2022-Nov-21 @ Time 12:09:10
GiantCelestialBody (1),147.8563,2.957125,50,42.44923,True,720,2022-Nov-21 @ Time 12:09:10
GiantCelestialBody (3),92.59385,1.851877,50,21.10867,True,720,2022-Nov-21 @ Time 12:09:10
GiantCelestialBody (3),705.9935,14.11987,50,1.880525,False,770,2022-Nov-21 @ Time 12:09:15
Orb(Clone)13,33.75847,6.751694,5,5.403756,True,770,2022-Nov-21 @ Time 12:09:15
Orb(Clone)11,7.868222,1.573644,5,57.80626,True,770,2022-Nov-21 @ Time 12:09:15
GiantCelestialBody(Clone)9,147.9537,2.959074,50,19.18318,True,770,2022-Nov-21 @ Time 12:09:15
GiantCelestialBody (1),127.5416,2.550832,50,52.37743,True,770,2022-Nov-21 @ Time 12:09:15
GiantCelestialBody(Clone)9,723.1591,14.46318,50,1.92497,False,820,2022-Nov-21 @ Time 12:09:19
Orb(Clone)13,17.09419,3.418838,5,9.540502,True,820,2022-Nov-21 @ Time 12:09:20
Orb(Clone)11,6.625703,1.325141,5,64.02026,True,820,2022-Nov-21 @ Time 12:09:20
GiantCelestialBody (1),114.5549,2.291098,50,61.48955,True,820,2022-Nov-21 @ Time 12:09:20
Orb(Clone)13,20.88478,4.176955,5,8.431054,True,820,2022-Nov-21 @ Time 12:09:25
Orb(Clone)11,5.602748,1.12055,5,69.11303,True,820,2022-Nov-21 @ Time 12:09:25
GiantCelestialBody (1),104.8078,2.096156,50,70.07549,True,820,2022-Nov-21 @ Time 12:09:25
Orb(Clone)13,49.95345,9.99069,5,3.207988,True,820,2022-Nov-21 @ Time 12:09:30
Orb(Clone)11,4.750731,0.9501461,5,73.22178,True,820,2022-Nov-21 @ Time 12:09:30
GiantCelestialBody (1),96.93803,1.938761,50,78.18356,True,820,2022-Nov-21 @ Time 12:09:30
