Name, Momentum, Velocity, Mass, Dist->BH, Active, Black Hole Mass, Date/Time
GiantCelestialBody (4),108.1325,2.16265,50,60.07684,True,505,2023-Jul-21 @ Time 14:07:46
GiantCelestialBody (3),295.5193,5.910387,50,23.3903,True,505,2023-Jul-21 @ Time 14:07:46
GiantCelestialBody (2),131.3341,2.626682,50,76.44791,True,505,2023-Jul-21 @ Time 14:07:46
GiantCelestialBody,1444.124,28.88249,50,1.552261,False,555,2023-Jul-21 @ Time 14:07:47
Orb (3),10.0921,2.01842,5,92.51548,True,555,2023-Jul-21 @ Time 14:07:51
Orb (1),8.200576,1.640115,5,63.75636,True,555,2023-Jul-21 @ Time 14:07:51
Orb (2),18.13986,3.627972,5,97.10278,True,555,2023-Jul-21 @ Time 14:07:51
GiantCelestialBody (1),202.2835,4.045671,50,43.31319,True,555,2023-Jul-21 @ Time 14:07:51
GiantCelestialBody (4),83.58821,1.671764,50,64.59018,True,555,2023-Jul-21 @ Time 14:07:51
GiantCelestialBody (3),282.8226,5.656452,50,25.68837,True,555,2023-Jul-21 @ Time 14:07:51
GiantCelestialBody (2),118.8235,2.37647,50,80.3596,True,555,2023-Jul-21 @ Time 14:07:51
